img,x1,y1,x2,y2,category
212,0,75,250,236,3
213,35,17,258,194,3
214,0,0,260,240,3
215,0,49,224,171,3
216,22,0,400,300,3
217,0,0,240,180,3
218,0,136,400,480,3
219,17,16,338,216,3
220,0,34,372,336,3
221,12,37,302,202,3
222,6,43,300,193,3
223,0,0,540,405,3
224,13,13,190,139,3
225,0,0,540,405,3
226,22,10,294,232,3
227,0,32,200,138,3
228,0,0,304,300,3
229,0,0,300,225,3
230,0,12,300,225,3
231,62,62,432,275,3
232,0,0,220,179,3
233,17,19,187,131,3
234,0,21,230,208,3
235,0,0,600,226,3
236,0,0,280,210,3
237,8,46,218,230,3
238,0,0,212,220,3
239,0,24,220,163,3
240,0,30,220,169,3
241,0,0,164,160,3
242,0,0,230,230,3
243,84,0,200,105,3
244,0,0,384,288,3
245,0,31,250,148,3
246,160,65,500,375,3
247,44,88,294,240,3
248,0,0,350,285,3
249,0,0,287,224,3
250,8,15,150,129,3
251,0,0,400,300,3
252,0,0,180,141,3
253,0,32,230,188,3
254,0,0,240,270,3
255,33,0,182,145,3
256,0,21,190,122,3
257,12,98,298,208,3
258,0,28,250,200,3
259,0,17,230,216,3
260,38,26,288,188,3
261,0,0,200,144,3
262,22,16,501,372,3
263,0,0,320,240,3
264,62,68,240,226,3
265,0,0,160,120,3
266,73,0,600,450,3
267,67,126,492,450,3
268,44,3,188,116,3
269,0,38,350,240,3
270,0,0,320,180,3
271,0,115,264,352,3
272,0,0,260,240,3
273,0,24,448,336,3
274,0,68,240,298,3
275,0,32,250,185,3
276,0,79,284,332,3
277,0,10,320,190,3
278,0,79,264,352,3
279,0,26,320,240,3
280,0,0,342,254,3
281,0,0,448,336,3
282,0,0,250,166,3
283,0,141,460,593,3
284,89,0,386,289,3
285,0,0,480,360,3
286,120,34,381,272,3
287,0,0,345,298,3
288,0,0,250,265,3
289,0,0,320,240,3
290,0,0,512,348,3
291,101,48,360,248,3
292,8,0,308,218,3
293,0,95,448,336,3
294,0,45,180,229,3
296,0,24,572,426,3
297,0,16,300,337,3
298,16,16,314,222,3
299,69,0,240,180,3
9236,100,31,369,291,3
9249,1,99,267,393,3
9274,0,87,265,384,3
9319,63,25,426,321,3
10770,0,50,267,422,3
10772,13,0,442,360,3
11056,66,24,429,336,3
11057,64,19,433,342,3
12649,40,44,174,270,3
12656,40,0,240,151,3
13790,45,180,485,400,3
13792,172,220,436,380,3
13990,0,78,344,398,3
14105,80,60,552,432,3
15718,250,90,598,433,3
16066,75,35,520,407,3
1604,54,21,104,53,98
1605,0,11,42,76,98
1609,0,26,163,230,98
1613,0,0,73,60,98
1621,100,247,324,435,98
1647,198,435,480,640,98
1648,0,60,106,289,98
1648,306,9,477,114,98
1652,0,141,320,213,98
1663,140,133,320,238,98
1663,152,42,229,75,98
1664,4,194,202,380,98
1685,0,365,194,499,98
1688,295,84,426,200,98
4416,119,188,365,344,98
4434,179,45,448,300,98
4459,112,64,300,195,98
4461,163,119,312,322,98
5543,136,38,254,139,98
6955,25,43,221,228,98
10598,0,76,327,336,98
11156,229,157,427,328,98
11161,241,159,427,337,98
11197,72,211,219,283,98
11326,156,88,276,283,98
11365,25,0,361,228,98
11367,0,3,480,357,98
11590,163,85,258,259,98
11954,16,183,454,384,98
12930,56,104,638,418,98
12931,0,0,220,170,98
12932,10,5,411,317,98
12933,0,45,300,260,98
12934,0,56,660,515,98
12935,34,81,531,422,98
12936,21,2,440,333,98
12937,0,0,309,235,98
12938,17,0,390,275,98
12939,0,45,240,316,98
12940,19,0,192,150,98
12941,0,0,355,268,98
12942,4,38,398,336,98
12943,66,45,453,334,98
12944,62,22,640,425,98
12945,0,14,330,247,98
12946,0,0,400,300,98
12947,0,0,449,357,98
12948,18,3,500,375,98
12949,80,0,580,480,98
12950,0,0,320,320,98
12951,83,71,355,237,98
12952,0,20,320,240,98
12953,56,68,721,560,98
12954,93,42,421,330,98
12955,0,36,400,354,98
12956,0,0,320,240,98
12957,0,0,400,281,98
12958,0,20,300,229,98
12959,151,0,300,176,98
12959,0,12,135,182,98
12960,0,79,169,268,98
12961,18,21,362,303,98
12962,18,35,197,305,98
12963,6,52,390,384,98
12964,19,15,229,218,98
12965,0,0,260,200,98
12966,0,0,751,600,98
12967,0,33,280,346,98
12968,27,2,441,345,98
12969,0,1,728,610,98
12970,51,31,316,342,98
12971,14,0,498,375,98
12972,28,49,323,288,98
12973,9,6,400,306,98
12974,12,2,395,300,98
12975,3,50,500,369,98
12976,0,4,640,480,98
12977,31,0,380,260,98
12978,0,18,300,238,98
12979,5,26,312,226,98
12980,0,4,355,261,98
12981,0,0,340,453,98
12982,79,0,367,276,98
12983,7,24,307,264,98
12984,0,58,300,259,98
12985,4,3,387,186,98
12986,0,26,479,308,98
12987,0,40,202,160,98
12988,34,10,430,338,98
12989,0,1,348,257,98
12990,2,71,278,413,98
12991,6,12,180,167,98
13508,0,3,287,308,98
13520,116,52,315,165,98
13567,0,21,242,266,98
13760,356,150,584,376,98
13761,0,172,132,392,98
13766,228,44,476,276,98
13783,78,2,388,168,98
13785,93,30,371,387,98
13886,22,36,232,272,98
14273,120,268,394,468,98
14314,106,31,386,324,98
14332,10,215,453,611,98
14334,353,44,600,282,98
14490,266,176,480,401,98
14499,0,48,208,376,98
14566,0,24,319,239,98
14575,0,61,201,394,98
14814,500,92,640,392,98
14828,418,68,640,428,98
14829,6,173,91,315,98
14834,334,180,528,412,98
14897,0,58,194,384,98
14910,348,204,592,430,98
14919,409,230,570,442,98
14921,356,140,576,296,98
14923,495,256,708,568,98
15021,392,161,576,386,98
15138,0,16,229,261,98
15260,3,17,210,348,98
15283,71,20,266,209,98
15331,27,85,333,314,98
15332,4,7,311,273,98
15345,24,57,293,273,98
15350,27,42,328,323,98
15378,344,21,634,346,98
15379,0,11,206,362,98
15390,0,108,383,588,98
15414,332,201,532,310,98
15482,232,25,510,247,98
15486,0,2,277,464,98
15506,211,275,335,414,98
15509,0,79,518,370,98
15513,245,46,493,238,98
15578,40,208,365,567,98
15594,65,17,291,189,98
15624,0,0,207,226,98
15688,8,221,171,416,98
15703,71,15,363,305,98
15717,476,277,600,423,98
15743,333,20,590,310,98
15762,254,216,400,321,98
15763,173,108,345,188,98
15780,287,172,565,437,98
15792,278,40,456,157,98
15801,81,0,547,360,98
15849,238,86,396,223,98
15891,346,136,526,326,98
15958,191,28,398,248,98
15963,258,77,565,422,98
16021,387,89,585,277,98
16111,36,165,295,412,98
16486,394,61,632,465,98
16616,333,86,593,363,98
16684,396,47,573,312,98
5189,30,0,427,297,52
5190,0,0,750,542,52
5191,88,104,446,434,52
5192,0,132,537,310,52
5193,0,0,590,393,52
5194,0,126,349,399,52
5195,87,23,500,375,52
5196,5,98,550,461,52
5197,0,0,598,450,52
5198,89,140,331,393,52
5199,0,18,481,350,52
5200,86,24,586,456,52
5201,127,69,310,226,52
5202,13,91,490,310,52
5203,0,33,720,500,52
5204,54,54,526,464,52
5205,0,25,500,375,52
5206,0,0,450,338,52
5207,139,68,408,290,52
5208,6,47,450,350,52
5209,0,0,600,504,52
5210,2,0,640,480,52
5211,60,3,564,366,52
5212,0,132,348,464,52
5213,0,0,430,322,52
5214,3,1,450,313,52
5215,89,30,580,444,52
5216,0,0,600,393,52
5217,0,0,500,375,52
5218,121,13,450,308,52
5219,166,192,534,500,52
5220,0,230,640,480,52
5221,0,130,640,480,52
5222,31,12,781,440,52
5223,0,38,640,480,52
5224,38,0,360,375,52
5225,56,53,476,356,52
5226,112,65,620,433,52
5227,67,49,388,261,52
5228,0,167,436,608,52
5229,31,13,496,396,52
5230,0,62,410,375,52
5231,13,40,444,320,52
5232,0,48,451,244,52
5233,230,106,729,548,52
5234,0,0,640,480,52
5235,35,41,423,317,52
5236,37,108,448,341,52
5237,375,72,600,341,52
5238,25,33,410,346,52
5239,48,55,440,375,52
5240,0,17,433,348,52
5241,0,0,590,300,52
5242,0,0,600,408,52
5243,0,0,500,375,52
5244,106,30,360,263,52
5245,85,120,360,296,52
5246,44,88,440,313,52
5247,57,51,415,335,52
5248,0,20,640,477,52
5249,45,88,387,326,52
5250,3,72,512,384,52
5251,208,11,640,423,52
5252,5,11,403,326,52
5253,0,0,480,640,52
5254,125,0,800,500,52
5255,105,0,446,299,52
5256,40,0,638,440,52
5257,0,0,512,396,52
5258,0,0,500,375,52
5259,189,66,650,448,52
5260,105,35,277,346,52
5261,49,0,576,480,52
5262,37,23,603,414,52
5263,0,60,640,449,52
5264,137,124,560,404,52
5265,151,157,364,348,52
5266,119,0,450,252,52
5267,36,68,640,424,52
5268,103,72,395,258,52
5269,16,2,516,326,52
5270,40,65,500,277,52
5271,14,12,425,319,52
5272,108,84,411,237,52
5273,0,68,410,281,52
5274,152,87,760,484,52
5275,81,0,445,263,52
5276,0,0,425,317,52
5277,46,31,600,390,52
5278,23,5,404,277,52
5279,99,49,378,296,52
5280,19,6,405,273,52
5281,0,83,355,300,52
5282,76,28,443,330,52
5283,0,105,243,315,52
5284,40,237,600,659,52
5285,0,0,782,485,52
5286,219,113,633,359,52
5287,46,37,462,344,52
5288,188,252,583,503,52
11372,36,37,418,360,52
13639,392,200,592,409,52
500,11,33,250,221,6
501,18,54,592,442,6
502,0,111,300,288,6
503,0,50,450,338,6
504,31,13,206,143,6
505,22,145,258,276,6
506,61,186,551,445,6
507,0,40,300,204,6
508,22,82,221,205,6
509,61,0,520,291,6
510,0,20,500,340,6
511,0,19,300,237,6
512,20,68,356,281,6
513,88,15,227,140,6
514,70,54,206,162,6
515,39,0,414,291,6
516,11,29,161,169,6
517,5,49,165,166,6
518,11,54,192,163,6
519,4,0,201,131,6
520,0,36,240,320,6
521,4,33,376,332,6
522,54,7,420,349,6
523,27,25,180,180,6
524,8,0,320,234,6
525,0,0,500,400,6
526,16,16,304,196,6
527,0,0,230,124,6
528,0,26,250,171,6
529,0,0,320,240,6
530,0,0,320,240,6
531,0,0,180,169,6
532,0,0,300,183,6
533,0,20,160,129,6
534,6,3,183,134,6
535,0,0,192,144,6
536,0,0,192,144,6
537,0,0,300,300,6
538,4,24,193,140,6
539,77,36,207,159,6
540,38,55,375,275,6
541,66,20,203,145,6
542,7,26,396,193,6
543,67,29,180,135,6
544,5,11,232,157,6
545,3,3,172,171,6
546,14,50,269,266,6
547,0,3,176,144,6
548,0,0,240,180,6
549,31,32,210,172,6
550,0,0,400,259,6
551,0,0,320,240,6
552,0,21,586,504,6
553,0,16,580,525,6
554,6,0,186,144,6
555,0,0,192,144,6
556,0,0,192,144,6
557,0,0,192,144,6
558,0,0,192,144,6
559,0,0,192,144,6
560,0,0,192,144,6
561,0,0,211,144,6
562,0,17,264,200,6
563,0,30,180,180,6
564,0,0,192,144,6
565,0,38,455,358,6
566,0,29,250,157,6
567,0,0,133,100,6
568,0,1,199,182,6
569,0,2,170,122,6
570,9,34,157,139,6
571,0,0,292,220,6
572,0,0,240,320,6
573,28,38,272,190,6
574,20,42,264,200,6
575,22,38,254,184,6
576,44,36,274,182,6
577,18,44,270,224,6
578,40,46,274,202,6
579,26,36,274,188,6
580,0,25,500,357,6
581,11,19,202,124,6
582,32,34,264,182,6
583,38,28,274,190,6
584,22,28,254,168,6
585,30,26,276,192,6
586,44,20,278,174,6
587,0,0,192,144,6
588,0,0,192,144,6
589,0,0,192,144,6
590,0,0,240,320,6
591,0,15,160,129,6
592,0,0,192,144,6
593,0,0,192,144,6
594,0,0,192,144,6
595,0,0,192,144,6
596,0,0,192,144,6
597,81,40,192,138,6
598,48,29,467,332,6
599,0,10,240,320,6
3824,46,91,328,366,6
5502,16,53,149,152,6
7098,153,15,367,275,6
7135,9,50,471,347,6
9047,69,45,336,286,6
9058,101,56,454,405,6
9125,25,64,348,438,6
9213,21,27,463,333,6
9229,42,51,456,310,6
9272,0,45,480,351,6
9285,30,10,414,333,6
9360,0,54,360,421,6
10575,42,33,370,315,6
10751,0,67,360,400,6
10763,22,34,469,321,6
10804,3,0,438,360,6
10824,0,54,480,349,6
10827,0,24,480,336,6
10839,0,1,360,477,6
10856,0,12,480,480,6
10857,7,20,480,426,6
10898,0,66,360,370,6
10952,0,0,360,480,6
10957,0,39,240,327,6
10978,0,0,478,355,6
10998,0,4,360,480,6
11060,33,4,448,336,6
11068,0,39,480,360,6
11131,39,81,363,358,6
11171,0,34,351,421,6
11228,0,9,429,360,6
11234,0,55,480,360,6
11383,0,42,384,480,6
11411,0,81,418,300,6
11502,88,69,187,159,6
11502,3,126,108,234,6
11545,0,0,480,360,6
11582,103,25,238,217,6
11617,0,63,339,354,6
11667,328,75,477,193,6
11668,288,24,423,133,6
11692,20,1,745,600,6
11863,91,163,416,470,6
11893,231,8,668,378,6
12871,168,94,500,375,6
12872,0,117,371,375,6
12878,303,100,417,205,6
12878,214,58,315,163,6
12879,15,71,233,226,6
12880,147,196,318,359,6
12880,305,142,487,303,6
12881,270,88,360,181,6
12881,181,62,281,151,6
12883,206,56,470,217,6
12886,89,40,238,150,6
12886,61,142,241,289,6
12888,13,80,158,213,6
12889,300,113,453,194,6
12889,325,192,500,315,6
12890,303,119,500,284,6
12893,160,188,436,370,6
12896,306,173,500,375,6
12897,0,3,189,256,6
12898,0,117,281,345,6
12899,0,216,211,386,6
12900,247,160,500,375,6
12901,0,0,136,80,6
12904,283,88,415,213,6
12904,28,6,103,63,6
12905,0,99,151,251,6
12909,4,98,164,368,6
12912,0,0,91,115,6
12913,386,31,800,308,6
12923,233,0,489,202,6
12928,180,30,338,156,6
12929,263,78,550,346,6
13020,296,171,500,351,6
13672,20,120,326,418,6
13699,144,49,560,360,6
13709,128,68,508,326,6
13711,78,66,398,304,6
13722,20,45,380,384,6
13730,224,177,480,442,6
13737,22,20,408,270,6
13756,8,54,397,317,6
13773,58,33,520,360,6
13786,2,46,184,226,6
13794,20,8,304,240,6
13860,41,54,284,189,6
13892,22,42,640,448,6
13934,1,202,437,638,6
13964,0,38,480,580,6
13976,1,74,429,467,6
13980,92,124,436,483,6
14027,1,85,416,471,6
14046,43,31,713,571,6
14052,186,310,588,585,6
14063,326,133,688,423,6
14078,31,105,453,483,6
14081,46,76,233,236,6
14087,338,256,743,506,6
14220,22,9,206,159,6
14427,26,12,209,226,6
14488,36,99,446,611,6
14554,53,216,591,598,6
14567,2,64,212,280,6
14628,0,90,179,240,6
14676,106,26,593,423,6
14684,0,71,723,406,6
14686,6,0,800,450,6
14730,26,30,206,220,6
14748,100,18,693,480,6
15040,3,186,585,800,6
15044,30,96,336,417,6
15124,0,13,370,341,6
15129,19,153,475,657,6
15163,288,41,531,285,6
15168,326,3,516,141,6
15203,255,12,573,336,6
15211,22,176,195,362,6
15298,73,0,532,337,6
15302,43,45,480,356,6
15519,0,0,588,449,6
15541,43,90,578,420,6
15604,25,26,223,341,6
15609,0,26,480,640,6
15615,197,2,597,363,6
15627,251,57,593,346,6
15639,277,155,576,450,6
15658,152,36,536,345,6
15663,240,60,585,367,6
15693,57,0,547,337,6
15722,110,0,372,222,6
15724,83,24,568,359,6
15777,1,55,356,401,6
15815,235,36,597,377,6
15876,261,3,600,360,6
15900,53,8,600,413,6
15904,7,0,593,443,6
15908,32,85,453,444,6
15922,122,82,468,383,6
15923,133,28,453,290,6
15949,5,10,387,311,6
15954,1,90,410,417,6
15957,0,62,600,383,6
16032,8,106,383,538,6
16057,242,80,600,423,6
16097,15,122,397,448,6
16272,66,17,538,446,6
16280,56,2,553,350,6
16611,267,116,597,422,6
16619,62,115,382,474,6
16712,290,87,636,393,6
1892,0,0,640,515,20
1893,0,0,475,356,20
1894,5,9,450,335,20
1895,24,4,610,480,20
1896,0,0,420,315,20
1897,81,51,526,455,20
1898,60,34,600,428,20
1899,0,21,360,360,20
1900,60,0,592,350,20
1901,56,4,588,480,20
1902,102,0,752,441,20
1903,0,67,564,423,20
1904,125,0,500,374,20
1905,0,0,480,321,20
1906,24,0,288,225,20
1907,0,0,500,375,20
1908,20,0,500,375,20
1909,0,42,800,600,20
1910,73,67,412,320,20
1911,138,92,631,540,20
1912,143,156,631,574,20
1913,160,72,631,555,20
1914,89,17,382,262,20
1915,67,23,366,306,20
1916,80,56,552,436,20
1917,51,15,340,283,20
1918,82,8,568,480,20
1919,0,32,320,278,20
1920,58,20,343,271,20
1921,44,24,448,336,20
1922,20,122,428,504,20
1923,272,22,640,449,20
1924,134,28,602,454,20
1925,0,0,620,480,20
1926,74,24,389,269,20
1927,52,20,578,461,20
1928,124,20,609,454,20
1929,195,37,477,237,20
1930,28,10,391,300,20
1931,224,0,636,372,20
1932,77,16,536,452,20
1933,0,6,480,360,20
1934,134,88,662,534,20
1935,121,54,546,448,20
1936,32,30,538,399,20
1937,20,42,390,396,20
1938,110,37,411,309,20
1939,44,28,604,466,20
1940,42,37,640,480,20
1941,88,20,687,546,20
1942,5,68,520,480,20
1943,37,10,610,480,20
1944,107,68,728,620,20
1945,8,0,640,476,20
1946,38,18,408,284,20
1947,35,0,439,332,20
1948,138,81,480,360,20
1949,36,25,380,300,20
1950,115,49,405,283,20
1951,82,88,564,493,20
1952,75,60,744,569,20
1953,0,0,640,480,20
1954,0,0,800,600,20
1955,233,100,638,412,20
1956,152,82,572,474,20
1957,42,53,389,310,20
1958,42,45,354,273,20
1959,0,0,640,480,20
1960,109,23,737,600,20
1961,0,0,640,480,20
1962,136,44,484,360,20
1963,63,47,367,295,20
1964,25,64,462,448,20
1965,106,0,788,600,20
1966,92,16,572,448,20
1967,0,82,190,263,20
1968,38,20,284,210,20
1969,142,18,491,299,20
1970,0,84,396,480,20
1971,0,57,448,396,20
1972,36,10,640,407,20
1973,271,12,457,174,20
1974,42,27,453,339,20
1975,252,73,604,414,20
1976,148,0,418,225,20
1977,106,91,441,380,20
1978,0,0,640,480,20
1979,0,0,500,375,20
1980,0,0,500,375,20
1981,74,37,338,282,20
1982,0,7,600,450,20
1983,24,0,612,492,20
1984,0,52,362,276,20
1985,0,0,640,480,20
1986,22,107,187,276,20
1987,58,0,800,533,20
1988,7,182,391,502,20
1989,41,11,367,270,20
1990,110,64,516,396,20
1991,0,117,333,408,20
3476,363,143,800,596,20
9364,49,40,417,321,20
11199,40,6,429,325,20
11257,19,1,459,360,20
11419,19,4,475,360,20
11615,255,39,405,180,20
11616,258,27,402,159,20
13742,0,66,320,386,20
13749,40,16,224,106,20
13769,344,106,616,348,20
13791,425,101,686,227,20
13987,0,36,464,576,20
14004,30,36,588,462,20
14008,231,72,320,174,20
14008,112,36,212,187,20
14008,0,74,99,187,20
14039,543,315,778,540,20
14090,145,113,615,503,20
14470,385,49,637,318,20
14476,72,320,600,800,20
14581,91,15,743,581,20
14653,0,0,624,474,20
14671,448,41,710,230,20
14752,343,161,718,510,20
14880,0,48,368,444,20
15053,3,25,555,445,20
15070,82,41,552,359,20
15131,156,6,723,598,20
15433,107,68,445,405,20
15442,392,56,616,238,20
15529,88,30,521,426,20
15604,206,7,360,160,20
15611,42,1,550,445,20
15619,285,12,575,273,20
15645,296,121,588,367,20
15699,58,11,522,445,20
15702,278,32,586,370,20
15720,0,98,308,387,20
15725,92,21,520,405,20
15728,43,8,516,442,20
15757,37,57,335,307,20
15772,0,46,336,440,20
15773,0,22,307,320,20
15784,10,60,626,470,20
15819,67,0,535,431,20
15911,16,111,298,332,20
15921,2,236,98,337,20
15952,345,88,600,329,20
15967,48,108,332,403,20
16018,36,39,365,334,20
16154,11,28,352,333,20
16250,332,88,592,315,20
16631,340,86,595,322,20
16699,1,86,306,380,20
37,0,152,260,270,56
72,211,175,563,343,56
1520,49,16,415,333,56
5589,52,170,554,413,56
5590,66,107,400,279,56
5591,28,34,270,165,56
5592,39,220,393,492,56
5593,133,220,560,532,56
5594,33,124,317,263,56
5595,16,74,174,147,56
5596,0,121,339,287,56
5597,25,99,421,281,56
5598,0,118,245,238,56
5599,137,114,429,372,56
5600,28,65,312,215,56
5601,0,178,375,500,56
5602,0,35,296,237,56
5603,21,54,225,159,56
5604,59,0,210,158,56
5605,0,57,786,528,56
5606,0,41,160,120,56
5607,38,36,638,600,56
5608,44,187,770,581,56
5609,90,140,320,320,56
5610,54,84,278,202,56
5611,39,69,226,138,56
5612,0,6,266,200,56
5613,55,62,210,149,56
5614,23,33,195,158,56
5615,174,92,538,373,56
5616,31,52,177,127,56
5617,92,25,534,321,56
5618,106,82,270,166,56
5619,66,39,255,168,56
5620,0,20,800,542,56
5621,0,0,350,219,56
5622,0,46,320,240,56
5623,32,51,400,299,56
5624,48,24,199,160,56
5625,4,0,277,225,56
5626,0,100,440,384,56
5627,8,57,154,128,56
5628,36,80,320,212,56
5629,21,114,622,358,56
5630,0,0,186,158,56
5631,0,41,400,295,56
5632,34,26,312,194,56
5633,44,54,304,228,56
5634,54,56,198,130,56
5635,16,44,252,206,56
5636,14,41,168,141,56
5637,0,26,250,139,56
5638,0,0,592,480,56
5639,0,0,640,480,56
5640,1,28,288,195,56
5641,0,0,275,129,56
5642,15,34,186,145,56
5643,0,0,600,450,56
5644,69,0,331,300,56
5645,21,22,241,155,56
5646,0,219,600,600,56
5647,21,45,166,121,56
5648,2,50,133,110,56
5649,161,139,600,458,56
5650,117,67,657,476,56
5651,0,30,142,97,56
5652,31,49,156,116,56
5653,34,53,155,117,56
5654,30,24,320,240,56
5655,40,44,276,228,56
5656,16,4,320,240,56
5657,49,21,234,187,56
5658,108,185,646,549,56
5659,85,100,472,346,56
5660,19,10,127,118,56
5661,0,59,454,377,56
5662,10,15,198,121,56
5663,7,21,240,169,56
5664,20,41,172,131,56
5665,28,46,214,143,56
5666,18,9,195,157,56
5667,0,0,500,375,56
5668,212,197,746,512,56
5669,0,88,800,600,56
5670,343,219,738,511,56
5671,125,106,336,270,56
5672,0,27,133,89,56
5673,0,45,210,266,56
5674,0,0,800,600,56
5675,0,0,150,135,56
5676,0,0,210,150,56
5677,0,25,210,145,56
5678,0,15,189,266,56
5679,10,0,375,140,56
5680,0,192,640,441,56
5681,13,22,210,158,56
5682,21,18,202,144,56
5683,0,100,800,543,56
5684,0,30,160,120,56
5685,147,25,657,447,56
5686,35,72,210,158,56
5687,83,98,322,238,56
5688,22,68,276,192,56
7263,436,243,660,426,56
9151,39,99,381,292,56
9154,39,105,433,297,56
9214,6,135,360,348,56
9262,58,33,276,360,56
9270,9,70,402,333,56
11167,75,111,213,240,56
11573,216,114,378,198,56
11689,401,221,700,430,56
11694,445,243,766,435,56
13776,484,150,640,336,56
13893,93,78,192,166,56
13992,258,98,532,288,56
14051,95,131,480,273,56
14249,97,24,210,80,56
14263,104,80,232,137,56
14388,164,102,380,256,56
14526,0,43,641,390,56
14651,256,112,526,260,56
14698,236,220,508,466,56
14767,260,115,675,403,56
14799,246,36,560,314,56
14817,0,97,403,517,56
14867,314,104,614,352,56
14890,45,186,365,355,56
15065,175,133,467,297,56
15123,301,100,520,288,56
15148,294,144,528,297,56
15366,238,235,576,446,56
15373,225,88,405,201,56
15542,246,15,449,205,56
15832,141,131,395,271,56
15973,120,131,362,233,56
16191,197,108,469,273,56
16675,131,96,375,218,56
16686,222,130,454,272,56
16691,82,112,368,429,56
19,181,183,305,300,70
22,250,35,370,120,70
4930,126,86,318,224,70
5106,265,0,400,66,70
5161,0,60,184,176,70
5161,0,156,104,316,70
5245,0,50,81,114,70
7438,1,84,276,301,70
7439,10,16,280,236,70
7440,54,50,240,232,70
7441,72,40,205,169,70
7442,66,43,306,219,70
7443,118,19,361,262,70
7444,25,0,585,412,70
7445,78,52,244,222,70
7446,0,34,267,277,70
7447,132,96,382,303,70
7448,25,86,167,214,70
7449,47,6,388,221,70
7450,54,21,255,207,70
7451,71,12,326,267,70
7452,9,31,126,138,70
7453,26,16,458,440,70
7454,0,0,432,375,70
7455,91,37,296,221,70
7456,140,42,400,259,70
7457,5,47,272,291,70
7458,66,69,549,450,70
7459,115,48,271,196,70
7460,62,55,375,367,70
7461,26,12,400,300,70
7462,110,6,300,207,70
7463,70,26,266,170,70
7464,21,3,386,300,70
7465,172,66,505,411,70
7466,0,12,215,216,70
7467,46,48,230,246,70
7468,54,22,252,207,70
7469,142,23,389,210,70
7470,114,21,478,343,70
7471,82,16,320,240,70
7472,133,23,362,211,70
7473,136,81,330,244,70
7474,20,14,262,212,70
7475,21,63,187,206,70
7476,16,0,242,273,70
7477,36,18,394,279,70
7478,8,60,238,230,70
7479,90,5,502,365,70
7480,56,0,560,476,70
7481,3,0,458,375,70
7482,42,109,229,322,70
7483,105,8,352,287,70
7484,85,58,322,221,70
7485,81,37,244,183,70
7486,63,67,433,360,70
7487,144,63,348,259,70
7488,30,26,216,147,70
7489,157,30,557,460,70
7490,32,134,280,350,70
7491,158,46,560,376,70
7492,54,0,201,151,70
7493,70,240,316,500,70
7494,159,84,340,270,70
7495,26,13,358,300,70
7496,15,67,268,302,70
7497,225,166,409,332,70
7498,17,186,290,360,70
7499,4,14,185,193,70
7500,28,50,184,182,70
7501,27,64,260,347,70
7502,7,0,443,375,70
7503,172,112,480,386,70
7504,84,68,377,330,70
7505,60,10,290,240,70
7506,47,15,452,355,70
7507,0,48,378,311,70
7508,87,24,399,297,70
7509,299,146,502,365,70
7510,47,7,357,300,70
7511,50,15,231,202,70
7512,56,62,234,204,70
7513,131,100,500,375,70
7514,144,56,501,480,70
7515,0,25,600,410,70
7516,52,58,548,421,70
7517,85,18,355,300,70
7518,62,2,258,196,70
7519,23,78,278,343,70
7520,16,24,340,288,70
7521,0,0,280,210,70
7522,41,120,226,310,70
7523,150,121,309,265,70
7524,42,0,249,189,70
7525,145,90,299,231,70
7526,72,67,421,346,70
7527,42,44,179,176,70
7528,20,13,366,243,70
7529,174,120,522,368,70
7530,1,44,258,333,70
7531,21,27,210,244,70
7532,37,11,215,220,70
7533,25,46,196,204,70
7534,6,33,306,211,70
7535,61,27,180,136,70
7536,103,15,299,267,70
7537,61,73,259,259,70
9105,90,120,382,280,70
9113,108,36,375,252,70
9121,76,61,396,310,70
9300,78,63,373,324,70
9343,54,24,339,318,70
10642,48,6,468,297,70
10646,0,6,480,360,70
11099,15,45,405,357,70
11141,45,61,385,334,70
11155,0,4,444,360,70
11156,30,183,184,334,70
11160,3,4,441,360,70
11161,21,186,189,342,70
11433,103,0,435,351,70
11593,240,30,412,181,70
12521,124,104,222,168,70
13690,210,108,313,240,70
13695,140,93,233,246,70
13723,464,8,582,89,70
13736,490,300,616,424,70
13739,312,66,418,184,70
13748,48,70,180,150,70
13775,52,44,152,117,70
13782,84,2,204,100,70
13857,39,14,111,73,70
13948,204,46,284,123,70
13982,200,94,278,161,70
13990,418,244,640,464,70
13995,194,316,292,400,70
14007,193,30,307,150,70
14012,156,76,263,161,70
14069,171,96,296,211,70
14074,100,100,230,236,70
14076,128,53,266,191,70
14080,120,136,268,245,70
14086,126,146,300,270,70
14397,538,36,773,281,70
14411,3,78,255,283,70
14554,26,16,305,255,70
14596,206,51,286,133,70
14601,154,0,296,188,70
14650,428,224,640,464,70
14812,416,54,542,218,70
15104,390,36,521,153,70
15179,407,57,471,136,70
15213,424,60,552,186,70
15286,394,7,553,128,70
15447,516,83,765,310,70
15831,78,15,222,155,70
16062,135,93,280,205,70
16257,431,47,516,163,70
16670,416,46,572,188,70
600,14,6,517,248,7
601,39,34,283,201,7
602,12,0,184,143,7
603,0,5,186,123,7
604,9,5,284,196,7
605,51,49,247,141,7
606,20,26,180,125,7
607,32,141,153,209,7
608,34,80,339,298,7
609,13,30,225,182,7
610,0,0,178,127,7
611,12,22,304,234,7
612,72,11,187,102,7
613,0,21,210,130,7
614,0,0,180,137,7
615,0,0,640,480,7
616,23,49,210,184,7
617,0,0,218,134,7
618,42,25,189,103,7
619,0,0,190,130,7
620,40,13,235,150,7
621,44,22,189,119,7
622,0,0,217,143,7
623,0,0,540,241,7
624,0,4,204,177,7
